Date,CinemaNumber,Time,isPremiere?,MovieTitle,MovieLength
10/08/2023,1,5:00:00 pm,FALSE,Kung-Fu Panda,160
10/08/2023,2,1:00:00 pm,FALSE,Superman,180
10/08/2023,2,3:00:00 pm,FALSE,Superman,180
10/08/2023,2,5:00:00 pm,FALSE,Superman,180
10/08/2023,3,1:00:00 pm,TRUE,Spiderman,175
10/08/2023,3,3:00:00 pm,TRUE,Spiderman,175
10/08/2023,3,5:00:00 pm,TRUE,Spiderman,175
10/08/2023,4,1:00:00 pm,TRUE,Batman,155
10/08/2023,4,3:00:00 pm,TRUE,Batman,155
10/08/2023,4,5:00:00 pm,TRUE,Batman,155
10/09/2023,1,1:00:00 pm,FALSE,Kung-Fu Panda,160
10/09/2023,1,3:00:00 pm,FALSE,Kung-Fu Panda,160
10/09/2023,1,5:00:00 pm,FALSE,Kung-Fu Panda,160
10/09/2023,2,1:00:00 pm,FALSE,Superman,180
10/09/2023,2,3:00:00 pm,FALSE,Superman,180
10/09/2023,2,5:00:00 pm,FALSE,Superman,180
10/09/2023,3,1:00:00 pm,TRUE,Spiderman,175
10/09/2023,3,3:00:00 pm,TRUE,Spiderman,175
10/09/2023,3,5:00:00 pm,TRUE,Spiderman,175
10/09/2023,4,1:00:00 pm,TRUE,Batman,155
10/09/2023,4,3:00:00 pm,TRUE,Batman,155
10/09/2023,4,5:00:00 pm,TRUE,Batman,155
10/10/2023,1,1:00:00 pm,FALSE,Kung-Fu Panda,160
10/10/2023,1,3:00:00 pm,FALSE,Kung-Fu Panda,160
10/10/2023,1,5:00:00 pm,FALSE,Kung-Fu Panda,160
10/10/2023,2,1:00:00 pm,FALSE,Superman,180
10/10/2023,2,3:00:00 pm,FALSE,Superman,180
10/10/2023,2,5:00:00 pm,FALSE,Superman,180
10/10/2023,3,1:00:00 pm,TRUE,Spiderman,175
10/10/2023,3,3:00:00 pm,TRUE,Spiderman,175
10/10/2023,3,5:00:00 pm,TRUE,Spiderman,175
10/10/2023,4,1:00:00 pm,TRUE,Batman,155
10/10/2023,4,3:00:00 pm,TRUE,Batman,155
10/10/2023,4,5:00:00 pm,TRUE,Batman,155
10/11/2023,1,1:00:00 pm,FALSE,Kung-Fu Panda,160
10/11/2023,1,3:00:00 pm,FALSE,Kung-Fu Panda,160
10/11/2023,1,5:00:00 pm,FALSE,Kung-Fu Panda,160
10/11/2023,2,1:00:00 pm,FALSE,Superman,180
10/11/2023,2,3:00:00 pm,FALSE,Superman,180
10/11/2023,2,5:00:00 pm,FALSE,Superman,180
10/11/2023,3,1:00:00 pm,TRUE,Spiderman,175
10/11/2023,3,3:00:00 pm,TRUE,Spiderman,175
10/11/2023,3,5:00:00 pm,TRUE,Spiderman,175
10/11/2023,4,1:00:00 pm,TRUE,Batman,155
10/11/2023,4,3:00:00 pm,TRUE,Batman,155
10/11/2023,4,5:00:00 pm,TRUE,Batman,155
10/12/2023,1,1:00:00 pm,FALSE,Kung-Fu Panda,160
10/12/2023,1,3:00:00 pm,FALSE,Kung-Fu Panda,160
10/12/2023,1,5:00:00 pm,FALSE,Kung-Fu Panda,160
10/12/2023,2,1:00:00 pm,FALSE,Superman,180
10/12/2023,2,3:00:00 pm,FALSE,Superman,180
10/12/2023,2,5:00:00 pm,FALSE,Superman,180
10/12/2023,3,1:00:00 pm,TRUE,Spiderman,175
10/12/2023,3,3:00:00 pm,TRUE,Spiderman,175
10/12/2023,3,5:00:00 pm,TRUE,Spiderman,175
10/12/2023,4,1:00:00 pm,TRUE,Batman,155
10/12/2023,4,3:00:00 pm,TRUE,Batman,155
10/12/2023,4,5:00:00 pm,TRUE,Batman,155
